Case Created On,Status,Agent,Title,Origin,Is Escalated,Subject,CSAT Label,Resolution Minutes,Severity,Is SLA Violation,CSAT,SLA Compliance Goal,Resolution Minutes Goal,CSAT Goal,Escalations Goal,Minutes to First Contact,Activities,Topic,CaseSeq,SystemUserSeq,AccountSeq,ProductSeq
2/25/2021,Closed,Sanjay Shah,Profit-focused tertiary open system,Phone,FALSE,Login Question,4-Satisfied,75,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,6042,8,1257,4
2/15/2021,Closed,Anne Weiler,Exclusive transitional focus group,Phone,FALSE,Login Question,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,6640,12,1040,10
2/12/2021,Closed,Sanjay Shah,Focused background knowledge user,Phone,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Desktops | Login Question,6789,8,1149,6
2/3/2021,Closed,Julian Isla,Monitored responsive parallelism,SMS,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,7321,4,1247,9
1/26/2021,Closed,Molly Clark,Quality-focused radical secured line,Chat,FALSE,Login Question,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,7755,1,1227,3
1/26/2021,Closed,Sanjay Shah,User-friendly upward-trending extranet,Phone,FALSE,Login Question,4-Satisfied,55,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Login Question,7772,8,1104,8
1/26/2021,Closed,Spencer Low,Distributed fault-tolerant synergy,SMS,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,7817,7,1097,9
1/19/2021,Closed,Anne Weiler,Open-architected exuding middleware,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,8205,12,1184,3
1/18/2021,Closed,Sanjay Shah,De-engineered directional circuit,Phone,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Desktops | Login Question,8248,8,1218,6
1/13/2021,Closed,Anne Weiler,Configurable bottom-line encryption,Phone,FALSE,Login Question,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,8527,12,1179,10
1/12/2021,Closed,Spencer Low,Multi-lateral actuating pricing structure,Phone,FALSE,Login Question,4-Satisfied,54,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,8579,7,1101,5
1/11/2021,Closed,Molly Clark,Implemented optimal system engine,SMS,FALSE,Login Question,4-Satisfied,96,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,8626,1,1008,9
1/11/2021,Closed,Anne Weiler,Grass-roots uniform collaboration,Phone,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,8660,12,1171,4
1/8/2021,Closed,Sanjay Shah,Organized mission-critical matrix,Phone,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Desktops | Login Question,8726,8,1218,6
1/8/2021,Closed,Anne Weiler,Up-sized static local area network,SMS,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,8734,12,1171,10
1/4/2021,Closed,Anne Weiler,User-centric incremental structure,SMS,FALSE,Login Question,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Login Question,9052,12,1178,10
12/29/2020,Closed,Molly Clark,Persevering context-sensitive solution,Phone,FALSE,Login Question,4-Satisfied,61,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,9398,1,1226,5
12/24/2020,Closed,Molly Clark,Balanced methodical data-warehouse,Chat,FALSE,Login Question,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,9633,1,1075,3
12/24/2020,Closed,Eric Gruber,Networked fault-tolerant matrices,Phone,FALSE,Login Question,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,9654,2,1048,9
12/23/2020,Closed,Sanjay Shah,Self-enabling interactive open system,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,9677,8,1109,3
12/23/2020,Closed,Eric Gruber,Function-based holistic installation,Phone,FALSE,Login Question,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Login Question,9699,2,1117,4
12/23/2020,Closed,Anne Weiler,Open-architected exuding middleware,Chat,FALSE,Login Question,4-Satisfied,94,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,9736,12,1199,3
12/17/2020,Closed,Eric Gruber,Realigned system-worthy service-desk,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,10045,2,1026,3
12/16/2020,Closed,Anne Weiler,Monitored responsive parallelism,SMS,FALSE,Login Question,4-Satisfied,89,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,10068,12,1179,9
12/15/2020,Closed,Eric Gruber,Future-proofed object-oriented matrix,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,10161,2,1264,3
12/11/2020,Closed,Molly Clark,Monitored responsive productivity,SMS,FALSE,Login Question,4-Satisfied,92,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,10307,1,1045,9
12/8/2020,Closed,Molly Clark,Persevering context-sensitive solution,Phone,FALSE,Login Question,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Login Question,10582,1,1214,5
12/4/2020,Closed,Spencer Low,Expanded regional local area network,Chat,FALSE,Login Question,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,10702,7,1185,3
12/4/2020,Closed,Greg Winston,Customizable real-time knowledge user,Chat,FALSE,Login Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Login Question,10729,13,1014,3
12/3/2020,Closed,Anne Weiler,Assimilated multimedia workforce,SMS,FALSE,Login Question,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Login Question,10832,12,1138,9
5/18/2021,Closed,Anne Weiler,Monitored attitude-oriented time-frame,SMS,FALSE,Shipping Question,4-Satisfied,76,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,1375,12,1190,4
5/18/2021,Closed,Anne Weiler,Phased 5th generation core,SMS,FALSE,General,4-Satisfied,83,Normal,TRUE,4,90%,120,3.75,20%,6,1,Desktops | General,1376,12,1155,6
5/18/2021,Closed,Molly Clark,Mandatory context-sensitive secured line,Phone,FALSE,Shipping Question,4-Satisfied,79,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Shipping Question,1405,1,1283,8
5/17/2021,Closed,Eric Gruber,Multi-channelled modular service-desk,Phone,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,1473,2,1203,8
5/14/2021,Closed,Spencer Low,Cloned analyzing Graphical User Interface,SMS,FALSE,Shipping Question,4-Satisfied,74,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Shipping Question,1561,7,1101,8
5/10/2021,Closed,Eric Gruber,Intuitive object-oriented contingency,Phone,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,1837,2,1264,8
5/7/2021,Closed,Molly Clark,Enterprise-wide intermediate matrices,Chat,FALSE,Shipping Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,1967,1,1049,4
5/6/2021,Closed,Greg Winston,Cross-platform foreground algorithm,Chat,FALSE,Payment Inquiry,4-Satisfied,87,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,2011,13,1016,3
5/6/2021,Closed,Sanjay Shah,Profit-focused client-driven groupware,Phone,FALSE,Shipping Question,4-Satisfied,73,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,2039,8,1299,4
4/30/2021,Closed,Molly Clark,Proactive didactic implementation,Chat,FALSE,Payment Inquiry,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,2361,1,1053,3
4/21/2021,Closed,Julian Isla,Focused contextually-based groupware,SMS,FALSE,Payment Inquiry,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,2881,4,1001,8
4/16/2021,Closed,Spencer Low,Self-enabling eco-centric firmware,Chat,FALSE,Payment Inquiry,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,3186,7,1024,3
4/8/2021,Closed,Anne Weiler,User-friendly mission-critical approach,SMS,FALSE,Shipping Question,4-Satisfied,68,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Shipping Question,3608,12,1176,3
4/7/2021,Closed,Sanjay Shah,Horizontal context-sensitive capacity,SMS,FALSE,Account Reset,4-Satisfied,103,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Account Reset,3730,8,1116,10
4/7/2021,Closed,Eric Gruber,Expanded cohesive internet solution,SMS,FALSE,General,4-Satisfied,43,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,3732,2,1074,5
4/6/2021,Closed,Anne Weiler,Innovative full-range infrastructure,Phone,FALSE,Payment Inquiry,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,3804,12,1172,8
4/5/2021,Closed,Anne Weiler,Multi-layered object-oriented model,SMS,FALSE,Account Reset,4-Satisfied,91,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Account Reset,3879,12,1059,9
4/2/2021,Closed,Molly Clark,Customer-focused multimedia middleware,SMS,FALSE,Returns,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Desktops | Returns,3947,1,1053,6
4/2/2021,Closed,Eric Gruber,User-friendly heuristic productivity,Phone,FALSE,Account Reset,4-Satisfied,86,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Account Reset,3982,2,1130,9
3/31/2021,Closed,Molly Clark,Polarised reciprocal service-desk,Chat,FALSE,Payment Inquiry,4-Satisfied,95,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,4115,1,1077,3
3/26/2021,Closed,Anne Weiler,Managed 6th generation hardware,Phone,FALSE,General,4-Satisfied,46,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,4346,12,1190,5
3/26/2021,Closed,Anne Weiler,User-centric dedicated moderator,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,4370,12,1065,4
3/26/2021,Closed,Anne Weiler,Intuitive systematic flexibility,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,4391,12,1050,4
3/24/2021,Closed,Eric Gruber,Expanded cohesive internet solution,SMS,FALSE,General,4-Satisfied,43,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,4497,2,1015,5
3/24/2021,Closed,Eric Gruber,User-centric actuating monitoring,Phone,FALSE,Payment Inquiry,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,4520,2,1000,4
3/24/2021,Closed,Alan Steiner,Fully-configurable exuding function,Chat,FALSE,Payment Inquiry,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,4537,10,1095,3
3/23/2021,Closed,Anne Weiler,Enterprise-wide regional concept,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,4575,12,1183,4
3/22/2021,Closed,Julian Isla,Networked solution-oriented alliance,Phone,FALSE,Account Reset,4-Satisfied,108,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Account Reset,4649,4,1242,4
3/19/2021,Closed,Eric Gruber,Enterprise-wide zero defect attitude,Phone,FALSE,General,4-Satisfied,41,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,4771,2,1129,5
3/17/2021,Closed,Eric Gruber,Multi-channelled modular service-desk,Phone,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,4911,2,1026,8
3/11/2021,Closed,Anne Weiler,Synergistic fault-tolerant website,Chat,FALSE,Payment Inquiry,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,5238,12,1046,3
3/10/2021,Closed,Sanjay Shah,Pre-emptive incremental implementation,Phone,FALSE,Shipping Question,4-Satisfied,73,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,5339,8,1194,4
3/8/2021,Closed,Eric Gruber,Down-sized disintermediate moratorium,Phone,FALSE,Account Reset,4-Satisfied,105,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Account Reset,5473,2,1023,4
3/5/2021,Closed,Molly Clark,Multi-tiered non-volatile instruction set,Phone,FALSE,Shipping Question,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Shipping Question,5550,1,1076,8
3/3/2021,Closed,Eric Gruber,Seamless logistical local area network,Phone,FALSE,Shipping Question,4-Satisfied,75,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,5693,2,1023,4
3/3/2021,Closed,Molly Clark,Business-focused transitional toolset,Chat,FALSE,Shipping Question,4-Satisfied,83,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,5703,1,1243,4
2/25/2021,Closed,Eric Gruber,Self-enabling bifurcated analyzer,Phone,FALSE,General,4-Satisfied,43,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,6011,2,1265,5
2/18/2021,Closed,Spencer Low,Integrated context-sensitive product,SMS,FALSE,Account Reset,4-Satisfied,108,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Account Reset,6442,7,1024,10
2/18/2021,Closed,Molly Clark,Team-oriented next generation contingency,Phone,FALSE,Account Reset,4-Satisfied,61,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Account Reset,6460,1,1075,5
2/12/2021,Closed,Eric Gruber,Persistent fresh-thinking product,Phone,FALSE,Payment Inquiry,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,6770,2,1000,4
2/10/2021,Closed,Sanjay Shah,Intuitive next generation superstructure,Phone,FALSE,Shipping Question,4-Satisfied,65,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Shipping Question,6941,8,1259,3
2/9/2021,Closed,Molly Clark,Profound executive process improvement,Phone,FALSE,Shipping Question,4-Satisfied,73,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Shipping Question,7020,1,1291,3
2/8/2021,Closed,Anne Weiler,Synergistic multi-tasking capability,Phone,FALSE,Account Reset,4-Satisfied,112,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Account Reset,7031,12,1199,4
2/8/2021,Closed,Molly Clark,Profound executive process improvement,Phone,FALSE,Shipping Question,4-Satisfied,73,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Shipping Question,7032,1,1243,3
2/8/2021,Closed,Sanjay Shah,Centralized coherent functionalities,Phone,FALSE,General,4-Satisfied,43,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,7094,8,1108,5
2/5/2021,Closed,Eric Gruber,Business-focused transitional toolset,SMS,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,7125,2,1121,8
2/5/2021,Closed,Molly Clark,Streamlined attitude-oriented parallelism,SMS,FALSE,Account Reset,4-Satisfied,61,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Account Reset,7145,1,1105,5
2/4/2021,Closed,Julian Isla,Persevering context-sensitive solution,Phone,FALSE,Payment Inquiry,4-Satisfied,52,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Payment Inquiry,7210,4,1242,5
2/4/2021,Closed,Sanjay Shah,Customizable fresh-thinking algorithm,SMS,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,7246,8,1160,8
2/1/2021,Closed,Spencer Low,Centralized bi-directional parallelism,Phone,FALSE,Payment Inquiry,4-Satisfied,54,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Payment Inquiry,7432,7,1002,5
2/1/2021,Closed,Eric Gruber,Exclusive executive open architecture,Phone,FALSE,Shipping Question,4-Satisfied,78,Normal,FALSE,4,90%,120,3.75,20%,6,1,Desktops | Shipping Question,7491,2,1117,6
1/27/2021,Closed,Anne Weiler,Triple-buffered exuding function,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,7746,12,1157,4
1/26/2021,Closed,Anne Weiler,Optional 3rd generation projection,Chat,FALSE,Payment Inquiry,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,7795,12,1248,3
1/26/2021,Closed,Eric Gruber,Right-sized uniform open architecture,Phone,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,7801,2,1015,8
1/21/2021,Closed,Molly Clark,Implemented bottom-line implementation,Phone,FALSE,Shipping Question,4-Satisfied,73,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Shipping Question,8022,1,1053,3
1/20/2021,Closed,Sanjay Shah,Programmable eco-centric leverage,Phone,FALSE,Payment Inquiry,4-Satisfied,75,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,8094,8,1257,4
1/19/2021,Closed,Sanjay Shah,Quality-focused encompassing synergy,SMS,FALSE,General,4-Satisfied,43,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,8158,8,1109,5
1/14/2021,Closed,Molly Clark,Ameliorated object-oriented structure,Chat,FALSE,Shipping Question,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,8404,1,1004,4
1/13/2021,Closed,Anne Weiler,Customer-focused multimedia knowledge user,SMS,FALSE,Account Reset,4-Satisfied,56,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Account Reset,8470,12,1059,5
1/13/2021,Closed,Julian Isla,Vision-oriented uniform paradigm,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,8473,4,1242,4
1/13/2021,Closed,Julian Isla,Vision-oriented motivating superstructure,SMS,FALSE,Shipping Question,4-Satisfied,72,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Shipping Question,8504,4,1242,8
1/6/2021,Closed,Anne Weiler,Programmable directional circuit,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,8870,12,1046,4
1/6/2021,Closed,Sanjay Shah,Streamlined 6th generation structure,SMS,FALSE,General,4-Satisfied,43,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | General,8888,8,1299,5
1/6/2021,Closed,Anne Weiler,Upgradable 6th generation matrix,Phone,FALSE,Payment Inquiry,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Webcams | Payment Inquiry,8901,12,1055,4
1/5/2021,Closed,Sanjay Shah,Re-engineered transitional array,Phone,FALSE,Payment Inquiry,4-Satisfied,84,Normal,TRUE,4,90%,120,3.75,20%,6,1,Ergonomic Seating | Payment Inquiry,8992,8,1259,9
1/1/2021,Closed,Eric Gruber,User-friendly mission-critical approach,SMS,FALSE,Account Reset,4-Satisfied,71,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Account Reset,9153,2,1273,3
12/25/2020,Closed,Sanjay Shah,Versatile 4th generation architecture,Phone,FALSE,Payment Inquiry,4-Satisfied,57,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,9549,8,1146,8
12/24/2020,Closed,Anne Weiler,Object-based interactive emulation,Chat,FALSE,Payment Inquiry,4-Satisfied,90,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,9612,12,1188,3
12/22/2020,Closed,Molly Clark,User-friendly even-keeled initiative,Chat,FALSE,Shipping Question,4-Satisfied,83,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,9797,1,1077,4
12/21/2020,Closed,Anne Weiler,Grass-roots zero defect infrastructure,SMS,FALSE,Payment Inquiry,4-Satisfied,56,Normal,FALSE,4,90%,120,3.75,20%,6,1,Scanners | Payment Inquiry,9824,12,1171,5
12/18/2020,Closed,Molly Clark,Ameliorated object-oriented structure,Chat,FALSE,Shipping Question,4-Satisfied,83,Normal,TRUE,4,90%,120,3.75,20%,6,1,Webcams | Shipping Question,9935,1,1051,4
12/16/2020,Closed,Anne Weiler,Re-contextualized optimal time-frame,Phone,FALSE,Payment Inquiry,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,10061,12,1159,8
12/11/2020,Closed,Anne Weiler,Innovative full-range infrastructure,Phone,FALSE,Payment Inquiry,4-Satisfied,62,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Payment Inquiry,10348,12,1126,8
12/11/2020,Closed,Molly Clark,Enterprise-wide well-modulated hierarchy,Phone,FALSE,Shipping Question,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,All-in-One | Shipping Question,10351,1,1072,8
12/11/2020,Closed,Greg Winston,Monitored responsive conglomeration,Chat,FALSE,Payment Inquiry,4-Satisfied,85,Normal,TRUE,4,90%,120,3.75,20%,6,1,Laser Printers | Payment Inquiry,10358,13,1019,3
12/1/2020,Closed,Anne Weiler,Integrated context-sensitive product,SMS,FALSE,Account Reset,4-Satisfied,108,Normal,TRUE,4,90%,120,3.75,20%,6,1,Stand-up Desks | Account Reset,10966,12,1150,10
12/1/2020,Closed,Eric Gruber,Cross-platform clear-thinking service-desk,SMS,FALSE,Returns,4-Satisfied,59,Normal,FALSE,4,90%,120,3.75,20%,6,1,Laser Printers | Returns,10979,2,1000,3
5/24/2021,Closed,Julian Isla,Secured fault-tolerant projection,Phone,FALSE,Login Question,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Design app | Login Question,1075,4,1038,2
5/21/2021,Closed,Sanjay Shah,Self-enabling interactive capacity,Phone,FALSE,Login Question,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Design app | Login Question,1137,8,1274,2
5/21/2021,Closed,Spencer Low,Object-based asynchronous algorithm,SMS,FALSE,Login Question,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Design app | Login Question,1162,7,1024,2
5/21/2021,Closed,Sanjay Shah,Switchable 4th generation website,Phone,FALSE,Payment Inquiry,4-Satisfied,77,Normal,FALSE,4,90%,120,3.75,20%,6,1,Design app | Payment Inquiry,1184,8,1143,2
5/21/2021,Closed,Anne Weiler,De-engineered impactful focus group,SMS,FALSE,Login Question,4-Satisfied,82,Normal,FALSE,4,90%,120,3.75,20%,6,1,Design app | Login Question,1185,12,1191,2
